# Horizontal Translation, Vertical Translation, Rotation
0.00645,1.85363,0.00000
0.00639,1.85393,0.00000
0.00684,1.85221,0.00000
0.00692,1.91290,0.00000
0.00745,1.85265,0.00000
0.00663,1.85237,0.00000
0.00696,1.85054,0.00000
0.01008,2.77322,0.00000
0.00534,1.90943,0.00000
0.00547,1.84683,0.00000
0.00353,1.78675,0.00000
0.00462,1.90659,0.00000
0.00384,1.84485,0.00000
0.00503,1.90462,0.00000
0.00321,1.78382,0.00000
0.00401,1.90465,0.00000
0.00423,1.90334,0.00000
0.00352,1.78446,0.00000
0.00438,1.84454,0.00000
0.00352,1.90500,0.00000
0.00640,2.70426,0.00000
0.00422,1.90201,0.00000
0.00465,1.84346,0.00000
0.00511,1.84519,0.00000
0.00481,1.96604,0.00000
0.00439,1.72831,0.00000
0.00512,1.84773,0.00000
0.00525,1.90895,0.00000
0.00539,1.84955,0.00000
0.00527,1.84957,0.00000
0.00509,1.85080,0.00000
0.00626,1.85025,0.00000
0.00595,1.91075,0.00000
0.00831,2.77487,0.00000
0.00549,1.84977,0.00000
0.00596,1.90945,0.00000
0.00592,1.79011,0.00000
0.00621,1.90886,0.00000
0.00451,1.84716,0.00000
0.00671,1.84605,0.00000
0.00597,1.84388,0.00000
0.00650,1.84219,0.00000
0.00648,1.90198,0.00000
0.00590,1.84051,0.00000
0.00605,1.78197,0.00000
0.00580,1.90129,0.00000
0.00537,1.84301,0.00000
0.00865,2.76470,0.00000
0.00601,1.84553,0.00000
0.00573,1.96717,0.00000
0.00572,1.79018,0.00000
0.00475,1.73118,0.00000
0.00700,2.02843,0.00000
0.00705,1.84992,0.00000
0.00600,1.84885,0.00000
0.00524,1.84821,0.00000
0.00591,1.84871,0.00000
0.00551,1.91029,0.00000
0.00591,1.78978,0.00000
0.00590,1.91148,0.00000
0.00567,1.84976,0.00000
0.00669,1.84886,0.00000
0.00804,2.77015,0.00000
0.00544,1.90925,0.00000
0.00497,1.84928,0.00000
0.00520,1.78992,0.00000
0.00412,1.84987,0.00000
0.00513,1.91050,0.00000
0.00437,1.85070,0.00000
0.00443,1.90994,0.00000
0.00361,1.84828,0.00000
0.00325,1.79120,0.00000
0.00400,1.85180,0.00000
0.00318,1.85163,0.00000
0.00504,2.77712,0.00000
0.00240,1.91223,0.00000
0.00345,1.85276,0.00000
0.00294,1.85310,0.00000
0.00354,1.85335,0.00000
0.00349,1.91215,0.00000
0.00304,1.79207,0.00000
0.00434,1.91175,0.00000
0.00343,1.85186,0.00000
0.00309,1.79234,0.00000
0.00482,1.97252,0.00000
0.00364,1.79191,0.00000
0.00420,1.79144,0.00000
0.00441,1.97059,0.00000
0.00669,2.71438,0.00000
0.00445,1.84980,0.00000
0.00456,2.03130,0.00000
0.00447,1.79388,0.00000
0.00373,1.79431,0.00000
0.00516,1.91563,0.00000
0.00451,1.85468,0.00000
0.00506,1.85521,0.00000
0.00417,1.91435,0.00000
0.00406,1.85468,0.00000
0.00457,1.79582,0.00000
0.00476,1.91685,0.00000
0.00423,1.85673,0.00000
0.00480,1.85624,0.00000
0.00799,2.84232,0.00000
0.00517,1.85426,0.00000
0.00453,1.79384,0.00000
0.00452,1.91534,0.00000
0.00486,1.85424,0.00000
0.00521,1.85084,0.00000
0.00508,1.90825,0.00000
0.00488,1.84767,0.00000
0.00501,1.78812,0.00000
0.00507,1.90796,0.00000
0.00534,1.90875,0.00000
0.00545,1.78858,0.00000
0.00443,1.90821,0.00000
0.00434,1.84947,0.00000
0.00708,2.71635,0.00000
0.00471,1.85287,0.00000
0.00472,1.85494,0.00000
0.00484,1.84936,0.00000
0.00526,2.07886,0.00000
0.00485,1.72090,0.00000
